"CONTEXT", "ID", "TEXT"
"traveler:NEED_SURGERY","Yes.","Ya."
"traveler:NEED_SURGERY","They will not give papers for surgery.","Mereka tidak mau memberikan dokumen untuk operasi."
"traveler:NEED_SURGERY","Thank you. I will not forget this.","Terima kasih. Saya tidak akan melupakan ini."
"traveler:NEED_SURGERY","I expected this.","Saya menduga akan begini."
"traveler:NEED_SURGERY","I do not know how long I survive.","Saya tidak tahu berapa lama saya bertahan."
"traveler:NEED_SURGERY","But you do not care.~","Tapi anda tidak peduli.~"
"traveler:NEED_SURGERY","I hope you are not in same place as me.","Saya harap anda tidak di posisi yang sama dengan saya."
"traveler:LOVE_SONG","I will leave this here.","Saya akan meninggalkan ini disini."
"traveler:LOVE_SONG","Great!","Asik!"
"traveler:LOVE_SONG","You really super guy!~","Anda benar-benar orang hebat!~"
"traveler:LOVE_SONG","Can I have note back now?","Bisakah saya mendapat kertasnya kembali?"
"traveler:LOVE_SONG","I need it for next inspector.","Saya butuh itu untuk inspektur berikutnya."
"traveler:LOVE_SONG","But I give you such lovely note!","Tapi saya memberi anda surat cinta!"
"traveler:LOVE_SONG","Thanks and like I say, you super guy.","Terima kasih dan seperti yang saya katakan, anda orang hebat."
"traveler:LOVE_SONG","Do not forget.","Jangan lupa."
"traveler:LOVE_SONG","Is too much?","Terlalu banyak?"
"traveler:LOVE_SONG","@Yes.","@Ya."
"traveler:LOVE_SONG","Is too much. I can see that now.","Terlalu banyak. Saya mengerti sekarang."
"traveler:LOVE_SONG","Next time I make couple copies first.","Lain kali saya buat beberapa salinan."
"traveler:LOVE_SONG_LONELY","Life sucks.","Hidup ini menyebalkan."
"traveler:LOVE_SONG_LONELY","Nobody loves me.","Tidak ada yang mencintaiku."
"traveler:LOVE_SONG_LONELY","For me?","Untukku?"
"traveler:LOVE_SONG_LONELY","Like fire?","Seperti api?"
"traveler:LOVE_SONG_LONELY","Object of desire?","Orang dambaan?"
"traveler:LOVE_SONG_LONELY","Wow, nobody say such nice things!","Wow, tidak ada yang pernah berkata sebagus ini!"
"traveler:LOVE_SONG_LONELY","Part about visa is confusing but rest is very powerful.","Bagian yang visa agak membingungkan tapi sisanya sangat mengena."
"traveler:LOVE_SONG_LONELY","Thank you!","Terima kasih!"
"traveler:LOVE_SONG_LONELY","Thank you again!","Terima kasih lagi!"
"traveler:LOVE_SONG_LONELY","Thanks I guess.","Terima kasih saya pikir."
"traveler:LOVE_SONG_LONELY","No problem!","Tidak masalah!"
"traveler:LOVE_SONG_LONELY","Today is good day anyway!","Hari ini adalah hari yang bagus!"
"traveler:LOVE_SONG_LONELY","Even you hate me.","Meskipun anda membenci saya."
"traveler:LOVE_SONG_LONELY","Some guy I do not even know.","Beberapa orang yang tidak saya ketahui."
"traveler:KOLECHIAN_HATER","It was a mistake to open this checkpoint.","Anda membuat kesalahan karena membuka pos ini."
"traveler:FINALLY_RETURN_HOME","Finally I can return home.","Akhirnya saya bisa pulang ke rumah."
"traveler:FINALLY_RETURN_HOME","You bastard.","Dasar bajingan."
"traveler:FINALLY_RETURN_HOME","Thank you.","Terima kasih."
"traveler:SMALL_CHECKPOINT","This checkpoint is smaller than I expected.","Pos ini lebih kecil dari yang kubayangkan."
"traveler:WAITED_FOREVER","I have waited in this damn line since for 8 hours.","Saya sudah menunggu di antrian sialan ini selama 8 jam."
"traveler:WAITED_FOREVER","I hope it was worth it.","Saya harap ini bernilai."
"traveler:WAITED_FOREVER","Unbelievable. Go to hell.","Tak dapat dipercaya. Sana pergi ke neraka."
"traveler:HURRY_UP","Hurry up.","Cepat."
"traveler:HURRY_UP","I am meeting bus soon.","Saya harus masuk bis segera."
"traveler:HURRY_UP","What is this?","Apa ini?"
"traveler:HURRY_UP","Finally.","Akhirnya."
"traveler:GLAD_YOU_HAVE_JOB","I heard about terrorist attack.","Saya dengar ada serangan teroris."
"traveler:GLAD_YOU_HAVE_JOB","You are lucky to have a job still.","Anda beruntung masih punya pekerjaan."
"traveler:GLAD_YOU_HAVE_JOB","Be safe.","Tetap aman."
"traveler:TICKET_NOT_PERMIT","What? I do not know. To visit?","Apa? Saya tidak tahu. Untuk berkunjung?"
"traveler:TICKET_NOT_PERMIT","A few days maybe.","Mungkin beberapa hari."
"traveler:TICKET_NOT_PERMIT","Entry permit? I have ticket here.","Izin masuk? Saya punya tiket disini."
"traveler:TICKET_NOT_PERMIT","Let me through.","Biarkan saya masuk."
"traveler:TICKET_NOT_PERMIT","@Ticket is not enough any more.","@Tiket sudah tak berlaku lagi."
"traveler:TICKET_NOT_PERMIT","@Get a permit.","@Dapatkan surat izin."
"traveler:TICKET_NOT_PERMIT","Bullshit!","Omong kosong!"
"traveler:TICKET_NOT_PERMIT","I paid good money for ticket.","Saya sudah membayar uang untuk tiket."
"traveler:VISIT_SON","I am so happy that the border has opened.","Saya senang akhirnya perbatasan ini telah dibuka."
"traveler:VISIT_SON","I will visit my son. I have not seen him in six years. [Speech/Purpose]","Saya akan mengunjungi anak saya. Saya belum melihatnya selama enam tahun. [Speech/Purpose]"
"traveler:VISIT_SON","6 months. [Speech/Duration]","6 bulan. [Speech/Duration]"
"traveler:VISIT_SON","Please, let me pass. My son is waiting.","Tolong, biarkan saya masuk. Anak saya sedang menunggu."
"traveler:VISIT_SON","Thank you.","Terima kasih."
"traveler:VISIT_SON","Curse you.","Terkutuklah kamu."
"traveler:DETAIN_FIRST","Hey wait.","Hei tunggu."
"traveler:DETAIN_FIRST","Do not arrest me, please.","Tolong jangan tahan saya."
"traveler:DETAIN_FIRST","Just deny my passport and I will go away.","Tinggal tolak paspor saya dan saya akan pergi."
"traveler:HATE_COUNTRY","It is not my choice. I hate this damn country.","Ini bukan pilihan saya. Saya benci negara ini."
"traveler:HATE_COUNTRY","I am just passing through. [Speech/Purpose]","Saya hanya lewat. [Speech/Purpose]"
"traveler:HATE_COUNTRY","As little as possible. 2 days. [Speech/Duration]","Sesegera mungkin. 2 hari. [Speech/Duration]"
"traveler:HATE_COUNTRY","Ugh.","Agh."
"traveler:HATE_COUNTRY","Just as well.","Seperti biasanya."
"traveler:SEARCH_BRIBE_INTRO","Slow down my friend.","Tenang temanku."
"traveler:SEARCH_BRIBE_INTRO","I have only harmless medicine.","Saya hanya punya obat yang tak berbahaya."
"traveler:SEARCH_BRIBE_INTRO","I give you 10 credits to let me through.","Saya beri 10 kredit untuk membiarkan saya masuk."
"traveler:SEARCH_BRIBE_INTRO","Excellent.","Sempurna."
"traveler:SEARCH_BRIBE_INTRO","As I promised.","Seperti yang saya janjikan."
"traveler:SEARCH_BRIBE_INTRO","Why you turn down good money?","Kenapa anda menolak uang bagus ini?"
"traveler:SEARCH_BRIBE_INTRO","@You are lucky to escape arrest.","@Anda beruntung karena tidak jadi saya tahan."
"traveler:SEARCH_BRIBE_INTRO","@Do not come back.","@Jangan kembali."
"traveler:SEARCH_BRIBE_INTRO","@You cannot bribe an officer of Arstotzka.","@Anda tidak bisa membayar petugas Arstotzka."
"traveler:SEARCH_BRIBE_INTRO","They must pay well for such obedience, dog.","Mereka harusnya membayar dengan pantas untuk kepatuhan itu, dasar anjing."
"traveler:TWO_PASSPORTS","Shit!","Sial!"
"traveler:TWO_PASSPORTS","I make small mistake.","Saya membuat kesalahan kecil."
"traveler:TWO_PASSPORTS","Please give documents back.","Tolong kembalikan dokumen saya."
"traveler:TWO_PASSPORTS","@Why do you have two passports?","@Kenapa anda punya dua paspor?"
"traveler:TWO_PASSPORTS","Is funny story.","Ceritanya lucu."
"traveler:TWO_PASSPORTS","I tell you everything.","Saya akan memberitahu anda semuanya."
"traveler:TWO_PASSPORTS","First, you give papers back to me.","Pertama, anda kembalikan dokumen ke saya."
"traveler:TWO_PASSPORTS","And the others?","Dan yang satunya?"
"traveler:TWO_PASSPORTS","Last one please.","Tolong satu lagi."
"traveler:IDSUPPLEMENT_COMPLAIN","This id supplement is total pain.","Identitas tambahan ini benar-benar menyakitkan."
"traveler:IDSUPPLEMENT_COMPLAIN","Was not easy to get and only lasts few days.","Tidak mudah untuk mendapatkannya dan hanya berlaku beberapa hari."
"traveler:IDSUPPLEMENT_COMPLAIN","You Arstotzkans just make it harder and harder.","Anda orang Arstotzka hanya membuatnya semakin sulit."
"traveler:IDSUPPLEMENT_COMPLAIN","Why even have open border?","Kenapa perbatasan ini sampai harus dibuka?"
"traveler:IDSUPPLEMENT_COMPLAIN","Bah.","Bah."
"traveler:IDSUPPLEMENT_COMPLAIN","Would be better to spend money on bribe.","Lebih baik menggunakan uang untuk menyogok."
"traveler:IDSUPPLEMENT_COMPLAIN","Less trouble and faster.","Lebih sedikit masalah dan lebih cepat."
"traveler:IDSUPPLEMENT_COMPLAIN","I knew it would not even work.","Saya tahu ini takkan berhasil."
"traveler:CRIMINAL_FIRST","@Funny to see you here.","@Lucu melihat anda disini."
"traveler:CRIMINAL_FIRST","@Just when starting to look for criminals.","@Baru saja mau mencari para kriminal."
"traveler:CRIMINAL_FIRST","Criminals?","Kriminal?"
"traveler:CRIMINAL_FIRST","What are you saying?","Apa yang anda katakan?"
"traveler:DENIAL_REASON_FIRST","Denied?","Ditolak?"
"traveler:DENIAL_REASON_FIRST","For what reason?","Dengan alasan apa?"
"traveler:DENIAL_REASON_FIRST","@It is clearly stamped there.","@Sudah tertera jelas disana."
"traveler:DENIAL_REASON_FIRST","Oh.~","Oh.~"
"traveler:DENIAL_REASON_FIRST","Screw you anyways.","Tetap saja terkutuklah kamu."
"traveler:NO_IMPORIANS_FIRST","@Imporians are prohibited from entering.","@Warga Impor dilarang masuk."
"traveler:NO_IMPORIANS_DAY","@Imporians are prohibited from entering.","@Warga Impor dilarang masuk."
"traveler:NO_UNITEDFED_FIRST","@Do not bring your sickness to Arstotzka.","@Jangan membawa penyakit ke Arstotzka."
"traveler:NO_UNITEDFED_FIRST","What?","Apa?"
"traveler:NO_UNITEDFED_FIRST","I am perfectly healthy.","Saya benar-benar sehat."
"traveler:NO_UNITEDFED_FIRST","It is so easy to deny entry.","Mudah sekali untuk menolak izin masuk."
"traveler:NO_UNITEDFED_FIRST","All this paperwork is wasted.","Semua kertas ini terbuang sia-sia."
"traveler:NO_UNITEDFED","@Do not bring your sickness to Arstotzka.","@Jangan membawa penyakit ke Arstotzka."
"traveler:NO_UNITEDFED","What?","Apa?"
"traveler:NO_UNITEDFED","I am perfectly healthy.","Saya benar-benar sehat."
"traveler:NO_UNITEDFED","It is so easy to deny entry.","Mudah sekali untuk menolak izin masuk."
"traveler:NO_UNITEDFED","All this paperwork is wasted.","Semua kertas ini terbuang sia-sia."
"traveler:CONFISCATION_DISTRICT_FIRST","Thank you. It is good to be back home.","Terima kasih. Akhirnya bisa pulang ke rumah."
"traveler:CONFISCATION_DISTRICT_FIRST","I am leaving for trip soon so I just need my passport back.","Saya akan pergi berjalan-jalan segera jadi saya hanya ingin paspor saya kembali."
"traveler:CONFISCATION_DISTRICT_FIRST","@It is being confiscated.","@Paspor anda disita."
"traveler:CONFISCATION_DISTRICT_FIRST","What do you mean?","Apa maksud anda?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip for recovery.","@Hubungi nomor di slip untuk pengembalian."
"traveler:CONFISCATION_DISTRICT_FIRST","You can just hand it back.","Anda tinggal berikan kembali ke saya."
"traveler:CONFISCATION_DISTRICT_FIRST","@It has been filed. I cannot give it back.","@Sudah dibentuk file. Saya tidak bisa memberikannya kembali."
"traveler:CONFISCATION_DISTRICT_FIRST","I am not leaving without passport.","Saya takkan pergi tanpa paspor."
"traveler:CONFISCATION_DISTRICT_FIRST","Where is my passport?","Mana paspor saya?"
"traveler:CONFISCATION_DISTRICT_FIRST","You deny entry and take passport?","Anda menolak izin dan mengambil paspor?"
"traveler:CONFISCATION_DISTRICT_FIRST","What am I supposed to do?","Apa yang harus saya lakukan?"
"traveler:CONFISCATION_DISTRICT_FIRST","@Contact number on slip.","@Hubungi nomor di slip."
"traveler:CONFISCATION_DISTRICT_FIRST","You cannot do this to me!","Anda tidak bisa melakukan ini pada saya!"
"traveler:CONFISCATION_DISTRICT_FIRST","I am Arstotzkan citizen.","Saya penduduk Arstotzka."
"traveler:CONFISCATION_DISTRICT_FIRST","I have right to travel freely.","Saya punya hak untuk berjalan-jalan sebebas-bebasnya."
"traveler:WHISTLEBLOWER","Thank you.","Terima kasih."
"traveler:WHISTLEBLOWER","I hope that things are better here.","Saya harap keadaannya lebih baik disini."
"traveler:WHISTLEBLOWER","What? I was promised asylum here.","Apa? Saya sudah dijanjikan suaka disini."
"traveler:WHISTLEBLOWER","I have nowhere else to go.","Saya tidak punya tempat lain lagi."
"traveler:WHISTLEBLOWER","@This is not my problem.","@Ini bukan urusan saya."
"traveler:ACCESSPERMIT_FIRST","You Arstotzkans keep changing rules here.","Kalian orang Arstotzka selalu mengubah-ubah aturan."
"traveler:ACCESSPERMIT_FIRST","My sister came through last week with different documents.","Adik saya datang kesini pekan lalu dengan dokumen yang berbeda-beda."
"traveler:ACCESSPERMIT_FIRST","Now I need new access permit.","Sekarang saya butuh Izin Akses baru."
"traveler:ACCESSPERMIT_FIRST","Costs twice as much as before.","Harganya dua kali lebih mahal dibanding sebelumnya."
"traveler:ACCESSPERMIT_WRONG","What the hell is access permit?","Apa itu surat izin akses?"
"traveler:ACCESSPERMIT_WRONG","Do you mean entry permit?","Apakah anda maksud surat izin masuk?"
"traveler:ACCESSPERMIT_WRONG","I have it there.","Ini saya punya."
"traveler:ACCESSPERMIT_WRONG","@I mean access permit.","@Saya bilang Izin Akses."
"traveler:ACCESSPERMIT_WRONG","Never heard of it. Sounds stupid.","Belum pernah dengar. Terdengar bodoh."
"traveler:ACCESSPERMIT_WRONG","@Entry permit and supplement are no longer accepted.","@Izin masuk dan data tambahan tidak diterima lagi."
"traveler:ACCESSPERMIT_WRONG","@Access permit replaces them.","@Izin akses menggantikan mereka."
"traveler:ACCESSPERMIT_WRONG","@Makes my job easier.","@Membuat pekerjaan saya lebih mudah."
"traveler:ACCESSPERMIT_WRONG","I do not care about your job.","Saya tidak peduli dengan pekerjaan anda."
"traveler:ACCESSPERMIT_WRONG","Damnit.","Sial."
"traveler:STRICT_BORDER","I've heard this is very strict checkpoint.","Saya dengar pos ini sangat ketat."
"traveler:STRICT_BORDER","I am glad my papers are in order.","Untungnya dokumen saya benar."
"traveler:DESPERATE_BEFORECLOSE","I have heard the border will close.","Saya dengar perbatasan ini akan ditutup."
"traveler:DESPERATE_BEFORECLOSE","My access permit will not arrive in time.","Izin akses saya tidak akan sampai tepat waktu."
"traveler:DESPERATE_BEFORECLOSE","Please have mercy.","Tolong beri saya belas kasihan."
"traveler:DESPERATE_BEFORECLOSE","Yes I know. I just told you that.","Ya saya tahu. Saya sudah bilang."
"traveler:DESPERATE_BEFORECLOSE","I am afraid the border will close before I can enter.","Saya takut perbatasan ini akan ditutup sebelum saya bisa masuk."
"traveler:WALLCOMMENT_PLAQUEONE","What is this plaque on the wall?","Piagam apa itu yang ada di dinding?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for presence?","Anda diberi penghargaan untuk kehadiran?"
"traveler:WALLCOMMENT_PLAQUEONE","Way to go.","Lanjutkan."
"traveler:WALLCOMMENT_PLAQUEONE","What is this on the wall?","Apa ini yang ada di dinding?"
"traveler:WALLCOMMENT_PLAQUEONE","Recognized for sufficience?","Anda diberi penghargaan karena kecukupan?"
"traveler:WALLCOMMENT_PLAQUEONE","Impressive. Why even bother with plaque?","Mengesankan. Kenapa harus ada piagam segala?"
"traveler:WALLCOMMENT_PLAQUEONE","You are recognized for excellence?","Anda diberi penghargaan untuk keunggulan?"
"traveler:WALLCOMMENT_PLAQUEONE","I hope they give you raise and not just plaque.","Saya harap mereka memberi anda kenaikan gaji dan tidak hanya piagam."
"traveler:WALLCOMMENT_PLAQUEONE","Find a better plaque.","Cari piagam yang lebih baik."
"traveler:WALLCOMMENT_PLAQUEONE","This one looks like cheap shit.","Ini terlihat murahan."
"traveler:WALLCOMMENT_PLAQUEONE","Figures.","Coba tebak."
"traveler:WALLCOMMENT_PLAQUEONE","You are like this plaque.","Anda terlihat seperti piagam ini."
"traveler:WALLCOMMENT_PLAQUEONE","Cheap shit.","Murahan."
"traveler:WALLCOMMENT_PLAQUEONE","What the hell?","Apa-apaan ini?"
"traveler:WALLCOMMENT_ARSKICKER","Nice banner!","Spanduk bagus!"
"traveler:WALLCOMMENT_ARSKICKER","I remember that game.","Saya ingat pertandingan itu."
"traveler:WALLCOMMENT_ARSKICKER","Intense.","Hebat."
"traveler:WALLCOMMENT_ARSKICKER","Go Arskickers!","Majulah Arskicker!"
"traveler:WALLCOMMENT_ARSKICKER","What the hell?","Apa-apaan ini?"
"traveler:WALLCOMMENT_ARSKICKER","I thought we have Arskickers connection.","Saya pikir kita punya hubungan Arskicker."
"traveler:WALLCOMMENT_SONDRAWING","What is this drawing on the wall?","Gambar apa ini yang ada di dinding?"
"traveler:WALLCOMMENT_SONDRAWING","My dog can do better.","Anjing saya bisa melakukannya lebih baik."
"traveler:WALLCOMMENT_SONDRAWING","@It is from my son.","@Itu dari anak saya."
"traveler:WALLCOMMENT_SONDRAWING","Oh.~","Oh.~"
"traveler:WALLCOMMENT_SONDRAWING","Maybe he should try sports.","Mungkin dia harus coba olahraga."
"traveler:WALLCOMMENT_SONDRAWING","Thanks.","Terima kasih."
"traveler:WALLCOMMENT_SONDRAWING","The drawing is not so bad really.","Serius, gambar ini tidak terlalu buruk."
"traveler:WALLCOMMENT_SONDRAWING","I was just in rough mood. Sorry.","Tadi saya lagi menggerutu. Maaf."
"traveler:WALLCOMMENT_SONDRAWING","Huh?","Apa?"
"traveler:WALLCOMMENT_SONDRAWING","You deny me for comment about drawing, right?","Anda menolak saya karena berkomentar tentang gambar itu kan?"
"traveler:WALLCOMMENT_SONDRAWING","@The exit is to your right.","@Pintu keluar ada di sebelah kanan."
"traveler:WALLCOMMENT_SONDRAWING","What are you doing?","Apa yang anda lakukan?"
"traveler:WALLCOMMENT_SONDRAWING","Is this because I make fun of drawing?","Apakah ini karena saya mengolok-olok gambar itu?"
"traveler:WALLCOMMENT_SONDRAWING","I take it back!","Saya tarik kata-kata saya!"
"traveler:WALLCOMMENT_SONDRAWING","Picture should be in museum!","Gambar itu harus ada di museum!"
"traveler:WALLCOMMENT_FAMILYPHOTO","I like picture on wall here.","Saya suka foto di dinding ini."
"traveler:WALLCOMMENT_FAMILYPHOTO","Reminds me of how my family was.","Mengingatkan saya akan keluarga saya yang dulu."
"traveler:WALLCOMMENT_FAMILYPHOTO","Thank you.","Terima kasih."
"traveler:WALLCOMMENT_FAMILYPHOTO","Take care of your family.","Jaga baik-baik keluarga anda."
"traveler:WALLCOMMENT_FAMILYPHOTO","It is too easy to lose them.","Terlalu mudah untuk kehilangan mereka."
"speech:ask-purpose","What is the purpose of your trip?","Apa tujuan kunjungan anda?"
"speech:state-purpose","Visiting.","Berkunjung."
"speech:state-purpose","Just visiting.","Hanya berkunjung."
"speech:state-purpose","I am visiting relatives.","Saya mengunjungi saudara."
"speech:state-purpose","Visiting friends.","Mengunjungi teman."
"speech:state-purpose","I come for visit.","Saya datang untuk berkunjung."
"speech:state-purpose","Only to visit.","Hanya untuk berkunjung."
"speech:state-purpose","I will visit friends.","Saya akan mengunjungi teman."
"speech:state-purpose","Transit.","Transit."
"speech:state-purpose","I pass through.","Saya hanya lewat."
"speech:state-purpose","Transit through the country.","Transit melewati negara ini."
"speech:state-purpose","I am transiting to elsewhere.","Saya transit ke suatu tempat."
"speech:state-purpose","Transit through Arstotzka.","Transit melewati Arstotzka."
"speech:state-purpose","Passing through.","Hanya melewati."
"speech:state-purpose","I am in transit.","Saya sedang transit."
"speech:state-purpose","Work.","Bekerja."
"speech:state-purpose","I come to work.","Saya datang untuk bekerja."
"speech:state-purpose","I have job here.","Saya punya pekerjaan disini."
"speech:state-purpose","I plan to work.","Saya berencana untuk kerja."
"speech:state-purpose","Immigrating.","Imigrasi."
"speech:state-purpose","I am immigrating to Arstotzka.","Saya berimigrasi ke Arstotzka."
"speech:state-purpose","I will move here.","Saya akan pindah kesini."
"speech:state-purpose","I am coming to live with my husband.","Saya akan hidup dengan suami saya."
"speech:state-purpose","I am coming to live with my wife.","saya akan hidup dengan istri saya."
"speech:state-purpose","I am diplomatic envoy.","Saya utusan diplomatik."
"speech:state-purpose","I was called to diplomatic discussions.","Saya dipanggil untuk urusan diplomatik."
"speech:state-purpose","My presence was requested.","Kehadiran saya diperlukan."
"speech:state-purpose","I am seeking asylum.","Saya mencari suaka."
"speech:state-purpose","I come for political asylum.","Saya datang untuk suaka politik."
"speech:state-purpose","Asylum.","Suaka."
"speech:ask-wrong-purpose","This entry permit is for work.","Izin masuk ini untuk bekerja."
"speech:ask-wrong-purpose","You are authorized for transit only.","Anda hanya dibolehkan untuk transit."
"speech:ask-wrong-purpose","You have only a visitors entry permit.","Anda hanya punya izin masuk untuk kunjungan."
"speech:ask-wrong-purpose","This entry permit is for immigrating.","Izin masuk ini untuk imigrasi."
"speech:ask-wrong-purpose","Your entry purpose does not match up.","Alasan masuk anda tidak sesuai."
"speech:ask-wrong-purpose","This entry permit purpose does not match.","Tujuan yang tertera di Izin masuk ini tidak sesuai."
"speech:mistake-prefix","Right.","Benar."
"speech:mistake-prefix","I make mistake.","Saya membuat kesalahan."
"speech:mistake-prefix","Yes, of course.","Ya, tentu saja."
"speech:mistake-prefix","Apologies.","Maaf."
"speech:wrong-purpose","$mistake-prefix I am just visiting.","$mistake-prefix Saya hanya berkunjung."
"speech:wrong-purpose","$mistake-prefix I just pass through.","$mistake-prefix Saya hanya lewat."
"speech:wrong-purpose","$mistake-prefix I have come to work.","$mistake-prefix Saya datang untuk bekerja."
"speech:wrong-purpose","$mistake-prefix I move here permanently.","$mistake-prefix Saya pindah kesini selamanya."
"speech:ask-duration","Duration of stay?","Berapa lama anda menetap?"
"speech:random-stay","I stay","Saya menetap"
"speech:random-stay","I remain for","Saya tinggal selama"
"speech:random-stay","It will be","Kemungkinan"
"speech:state-duration","$random-stay forever.","$random-stay selamanya."
"speech:state-duration","$random-stay until I die.","$random-stay sampai saya meninggal."
"speech:state-duration","I don't plan to leave.","Saya tidak berencana untuk pergi."
"speech:state-duration","$random-stay just 2 days.","$random-stay hanya 2 hari."
"speech:state-duration","$random-stay couple days.","$random-stay beberapa hari."
"speech:state-duration","$random-stay just 14 days.","$random-stay hanya 14 hari."
"speech:state-duration","$random-stay couple weeks.","$random-stay dua pekan."
"speech:state-duration","$random-stay only two weeks.","$random-stay hanya dua pekan."
"speech:state-duration","$random-stay 30 days.","$random-stay 30 hari."
"speech:state-duration","$random-stay a few weeks.","$random-stay beberapa pekan."
"speech:state-duration","$random-stay one month.","$random-stay satu bulan."
"speech:state-duration","$random-stay 60 days.","$random-stay 60 hari."
"speech:state-duration","$random-stay 8 weeks.","$random-stay 8 pekan."
"speech:state-duration","$random-stay couple months.","$random-stay dua bulan."
"speech:state-duration","$random-stay two months.","$random-stay dua bulan."
"speech:state-duration","$random-stay 90 days.","$random-stay 90 hari."
"speech:state-duration","$random-stay 12 weeks.","$random-stay 12 pekan."
"speech:state-duration","$random-stay three months.","$random-stay tiga bulan."
"speech:state-duration","$random-stay a few months.","$random-stay beberapa bulan."
"speech:state-duration","$random-stay six months.","$random-stay enam bulan."
"speech:state-duration","$random-stay half a year.","$random-stay setengah tahun."
"speech:state-duration","$random-stay one year.","$random-stay satu tahun."
"speech:state-duration","$random-stay full year.","$random-stay setahun penuh."
"speech:state-duration","$random-stay a year.","$random-stay setahun."
"speech:ask-wrong-duration","The length of your stay is different.","Waktu tinggal anda berbeda."
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","Dokumen ini tidak mempunyai stempel."
"speech:ask-forgery-missing","There is no seal here.","Tidak ada stempel disini."
"speech:ask-forgery-missing","I do not see the required seal here.","Saya tidak melihat stempel yang diperlukan disini."
"speech:ask-forgery-wrong","This document is forged.","Dokumen ini palsu."
"speech:ask-forgery-wrong","This is a forgery.","Ini adalah pemalsuan."
"speech:ask-forgery-idcard","This card contains false information.","Kartu ini mengandung informasi yang salah."
"speech:ask-forgery-diplo","This seal is forged.","Stempel ini palsu."
"speech:ask-forgery-diplo","This seal is not correct.","Stempel ini tidak benar."
"speech:ask-forgery-asylumgrant","This seal is forged.","Stempel ini palsu."
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","Izin ini tidak distempel dengan benar."
"speech:ask-wrong-birthdate","These dates do not match.","Tanggal ini tidak sama."
"speech:forgery","I have no idea what you are talking about.","Saya tidak mengerti yang anda katakan."
"speech:forgery","I do not know anything about that.","Saya tidak tahu apa-apa tentang itu."
"speech:forgery","I do not understand.","Saya tidak mengerti."
"speech:ask-expired-paper","This document has expired.","Dokumen ini sudah kadaluwarsa."
"speech:ask-expired-paper","You cannot enter using an expired document.","Anda tidak bisa masuk menggunakan dokumen yang sudah kadaluwarsa."
"speech:expired-permit","I could not come until now.","Saya tidak bisa datang sampai sekarang."
"speech:expired-permit","I was busy.","Saya sibuk."
"speech:expired-passport","What? That is mistake. I just renewed it.","Apa? Pasti ada kesalahan. Saya baru saya memperbaruinya."
"speech:expired-passport","That must be a typographical error.","Pasti ada kesalahan penulisan."
"speech:expired-asylumgrant","There was nothing I could do.","Saya tidak bisa melakukan apapun."
"speech:expired-asylumgrant","My travel was difficult.","Perjalanan saya sulit."
"speech:expired-asylumgrant","Please, have mercy.","Tolong, beri keringanan."
"speech:ask-missing-passport","Where is passport?","Mana paspornya?"
"speech:ask-missing-passport","A passport is required.","Sebuah paspor diperlukan."
"speech:missing-passport","They took away my passport.","Mereka mengambil paspor saya."
"speech:missing-passport","What is passport?","Apa itu paspor?"
"speech:ask-missing-entrypermit","Where is the entry permit?","Mana surat izin masuk?"
"speech:ask-missing-entrypermit","You have no entry permit.","Anda tidak punya surat izin masuk."
"speech:ask-missing-entrypermit","The entry permit is missing.","Surat izin masuk tidak ada."
"speech:missing-permit","I was not able to get one.","Saya tidak bisa mendapatkannya."
"speech:missing-permit","What is that?","Apa itu?"
"speech:missing-permit","Do I need one?","Apakah saya harus punya?"
"speech:missing-permit","Is required?","Apakah itu diperlukan?"
"speech:missing-permit","I lost it.","Saya menghilangkannya."
"speech:missing-permit","I did not know it was required.","Saya tidak tahu kalau diharuskan."
"speech:ask-missing-workpermit","Where is the work pass?","Mana surat izin kerja?"
"speech:ask-missing-workpermit","You have no work pass.","Anda tidak punya surat izin kerja."
"speech:ask-missing-workpermit","The work pass is missing.","Surat izin kerja tidak ada."
"speech:missing-workpermit","I will get one after I enter.","Saya akan mendapatkannya setelah saya masuk."
"speech:ask-missing-idcard","Where is your id card?","Mana kartu id anda?"
"speech:ask-missing-idcard","I need your id card.","Saya butuh kartu id anda."
"speech:missing-idcard","I never got one.","Saya tidak pernah mendapatkannya."
"speech:missing-idcard","I left before they were issued.","Saya pergi sebelum mereka menerbitkannya."
"speech:missing-idcard","I lost it.","Saya menghilangkannya."
"speech:ask-missing-idsupplement","You must carry an id supplement.","Anda harus membawa identitas tambahan."
"speech:ask-missing-idsupplement","Where is your id supplement?","Mana identitas tambahan anda?"
"speech:missing-idsupplement","I never got one.","Saya tidak pernah mendapatkannya."
"speech:missing-idsupplement","What is a supplement?","Apa itu identitas tambahan?"
"speech:missing-idsupplement","This was not provided to me.","Mereka tidak pernah menyediakannya."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","Anda tidak punya surat izin suaka."
"speech:ask-missing-asylumgrant","Where is your asylum grant?","Mana izin suaka anda?"
"speech:missing-asylumgrant","I could not secure one in time.","Saya tidak bisa mendapatkannya tepat waktu."
